Year,Facility_Id,Facility_Name,APR_DRG_Code,APR_Severity_of_Illness_Code,APR_DRG_Description,APR_Severity_of_Illness_Description,APR_Medical_Surgical_Code,APR_Medical_Surgical_Description,Discharges,Mean_Charge,Median_Charge,Mean_Cost,Median_Cost
2013,116,Arnot Ogden Medical Center,404,2,"Thyroid, Parathyroid & Thyroglossal Procedures",Moderate,P,Surgical,8,17675.7,14411.65,5474.54,4243.91
2013,116,Arnot Ogden Medical Center,405,2,"Other Procedures For Endocrine, Nutritional & Metabolic Disorders",Moderate,P,Surgical,1,19305.98,19305.98,4376.48,4376.48
2013,116,Arnot Ogden Medical Center,405,3,"Other Procedures For Endocrine, Nutritional & Metabolic Disorders",Major,P,Surgical,2,33948.62,33948.62,11010.35,11010.35
2013,116,Arnot Ogden Medical Center,420,1,Diabetes,Minor,M,Medical,17,7792.97,6937.71,3014.14,2488.99
2013,116,Arnot Ogden Medical Center,420,2,Diabetes,Moderate,M,Medical,61,12942.75,11088.34,4097.41,3595.02
2013,116,Arnot Ogden Medical Center,420,3,Diabetes,Major,M,Medical,41,17370.01,17077.5,5844.16,5385.66
2013,116,Arnot Ogden Medical Center,420,4,Diabetes,Extreme,M,Medical,3,22973.78,25086.94,7824.3,9596.21
2013,116,Arnot Ogden Medical Center,421,1,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",Minor,M,Medical,3,4732.64,4042.69,2695.88,2245.32
2013,116,Arnot Ogden Medical Center,421,2,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",Moderate,M,Medical,1,4964.73,4964.73,2043.6,2043.6
2013,116,Arnot Ogden Medical Center,421,3,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",Major,M,Medical,6,11005.91,12459,4656.54,5155.41
2013,116,Arnot Ogden Medical Center,422,1,Hypovolemia & Related Electrolyte Disorders,Minor,M,Medical,3,5556.7,2615.62,2157.62,1179.74
2013,116,Arnot Ogden Medical Center,422,2,Hypovolemia & Related Electrolyte Disorders,Moderate,M,Medical,17,8490.42,7117.4,3552.38,3070.63
2013,116,Arnot Ogden Medical Center,422,3,Hypovolemia & Related Electrolyte Disorders,Major,M,Medical,21,15984.29,13281.47,5873.65,5433.86
2013,116,Arnot Ogden Medical Center,423,3,Inborn Errors Of Metabolism,Major,M,Medical,1,9094.46,9094.46,2852.01,2852.01
2013,116,Arnot Ogden Medical Center,424,1,Other Endocrine Disorders,Minor,M,Medical,1,14557.32,14557.32,4372.7,4372.7
2013,116,Arnot Ogden Medical Center,424,2,Other Endocrine Disorders,Moderate,M,Medical,10,11673.32,9521.41,4391.91,3533.84
2013,116,Arnot Ogden Medical Center,424,3,Other Endocrine Disorders,Major,M,Medical,5,30437.59,31310,10619.35,9599.66
2013,116,Arnot Ogden Medical Center,425,1,Electrolyte Disorders Except Hypovolemia Related,Minor,M,Medical,2,9537.91,9537.91,3774.07,3774.07
2013,116,Arnot Ogden Medical Center,425,2,Electrolyte Disorders Except Hypovolemia Related,Moderate,M,Medical,45,11145.46,8723.7,4054.93,3074.5
2013,116,Arnot Ogden Medical Center,425,3,Electrolyte Disorders Except Hypovolemia Related,Major,M,Medical,25,14117.57,10738.95,5296.28,4246.79
2013,116,Arnot Ogden Medical Center,425,4,Electrolyte Disorders Except Hypovolemia Related,Extreme,M,Medical,3,36178.42,41361.32,12170.26,14076.23
2013,116,Arnot Ogden Medical Center,441,1,Major Bladder Procedures,Minor,P,Surgical,1,45865.07,45865.07,14399.3,14399.3
2013,116,Arnot Ogden Medical Center,441,2,Major Bladder Procedures,Moderate,P,Surgical,2,25572.6,25572.6,8120.82,8120.82
2013,116,Arnot Ogden Medical Center,441,3,Major Bladder Procedures,Major,P,Surgical,3,60344.61,64106.62,19939.58,20355.19
2013,116,Arnot Ogden Medical Center,442,1,Kidney & Urinary Tract Procedures For Malignancy,Minor,P,Surgical,4,24674.38,25339.59,8191.21,8043.97
2013,116,Arnot Ogden Medical Center,442,2,Kidney & Urinary Tract Procedures For Malignancy,Moderate,P,Surgical,5,41583.68,34871.04,11999.62,10246.35
2013,116,Arnot Ogden Medical Center,442,3,Kidney & Urinary Tract Procedures For Malignancy,Major,P,Surgical,3,53365.11,52065.76,18187.86,16449.65
2013,116,Arnot Ogden Medical Center,442,4,Kidney & Urinary Tract Procedures For Malignancy,Extreme,P,Surgical,2,91065.57,91065.57,26339.81,26339.81
2013,116,Arnot Ogden Medical Center,443,1,Kidney & Urinary Tract Procedures For Nonmalignancy,Minor,P,Surgical,8,21651.94,24048.01,6087.48,6719.82
2013,116,Arnot Ogden Medical Center,443,2,Kidney & Urinary Tract Procedures For Nonmalignancy,Moderate,P,Surgical,17,25278.75,24322.42,7327.31,6688.14
2013,116,Arnot Ogden Medical Center,443,3,Kidney & Urinary Tract Procedures For Nonmalignancy,Major,P,Surgical,4,44549.85,43106.32,14022.53,11881.97
2013,116,Arnot Ogden Medical Center,443,4,Kidney & Urinary Tract Procedures For Nonmalignancy,Extreme,P,Surgical,1,18363.58,18363.58,6745.52,6745.52
2013,116,Arnot Ogden Medical Center,444,2,Renal Dialysis Access Device Procedure Only,Moderate,P,Surgical,1,29980.47,29980.47,7845.11,7845.11
2013,116,Arnot Ogden Medical Center,444,3,Renal Dialysis Access Device Procedure Only,Major,P,Surgical,1,34314.91,34314.91,12467.27,12467.27
2013,116,Arnot Ogden Medical Center,445,1,Other Bladder Procedures,Minor,P,Surgical,1,14955.71,14955.71,4939.92,4939.92
2013,116,Arnot Ogden Medical Center,445,3,Other Bladder Procedures,Major,P,Surgical,1,87910.98,87910.98,28973.8,28973.8
2013,116,Arnot Ogden Medical Center,446,1,Urethral & Transurethral Procedures,Minor,P,Surgical,5,13320.18,12372.04,3718.19,3498.35
2013,116,Arnot Ogden Medical Center,446,2,Urethral & Transurethral Procedures,Moderate,P,Surgical,24,14220.43,14393.44,4415.46,3877.87
2013,116,Arnot Ogden Medical Center,446,3,Urethral & Transurethral Procedures,Major,P,Surgical,5,31879.46,34995.47,10771.26,11563.04
2013,116,Arnot Ogden Medical Center,447,2,"Other Kidney, Urinary Tract & Related Procedures",Moderate,P,Surgical,1,17228.61,17228.61,5728.06,5728.06
2013,116,Arnot Ogden Medical Center,447,3,"Other Kidney, Urinary Tract & Related Procedures",Major,P,Surgical,5,33751.33,25001.04,11468.12,9682.45
2013,116,Arnot Ogden Medical Center,460,2,Renal Failure,Moderate,M,Medical,8,15374.66,13224.64,5902.79,5325.09
2013,116,Arnot Ogden Medical Center,460,3,Renal Failure,Major,M,Medical,100,17418.42,15166.43,6857.4,5837.32
2013,116,Arnot Ogden Medical Center,460,4,Renal Failure,Extreme,M,Medical,9,45236.87,38553.66,15298.23,11775.33
2013,116,Arnot Ogden Medical Center,461,3,Kidney & Urinary Tract Malignancy,Major,M,Medical,3,21374.54,26228.94,8343.3,7540.51
2013,116,Arnot Ogden Medical Center,462,2,Nephritis & Nephrosis,Moderate,M,Medical,2,8098.52,8098.52,3645.18,3645.18
2013,116,Arnot Ogden Medical Center,463,1,Kidney & Urinary Tract Infections,Minor,M,Medical,33,7089.36,6290.04,2548.81,2338.4
2013,116,Arnot Ogden Medical Center,463,2,Kidney & Urinary Tract Infections,Moderate,M,Medical,118,11148.32,10466.01,4095.52,3721.48
2013,116,Arnot Ogden Medical Center,463,3,Kidney & Urinary Tract Infections,Major,M,Medical,60,16426.58,14363.28,6440.77,5735.71
2013,116,Arnot Ogden Medical Center,463,4,Kidney & Urinary Tract Infections,Extreme,M,Medical,5,25808.07,18507.88,10317.44,8192.43
2013,116,Arnot Ogden Medical Center,465,1,Urinary Stones & Acquired Upper Urinary Tract Obstruction,Minor,M,Medical,11,9841.39,9095.72,2637.5,2702.33
2013,116,Arnot Ogden Medical Center,465,2,Urinary Stones & Acquired Upper Urinary Tract Obstruction,Moderate,M,Medical,50,9984.97,9717.52,2947.34,2720.21
2013,116,Arnot Ogden Medical Center,465,3,Urinary Stones & Acquired Upper Urinary Tract Obstruction,Major,M,Medical,7,17871.8,16390.94,5552.69,5003.68
2013,116,Arnot Ogden Medical Center,466,2,"Malfunction, Reaction, Complic Of Genitourinary Device Or Proc",Moderate,M,Medical,6,24559.46,25408.48,9205.01,8252.17
2013,116,Arnot Ogden Medical Center,466,3,"Malfunction, Reaction, Complic Of Genitourinary Device Or Proc",Major,M,Medical,17,16062.19,14741.12,6822.5,7034.9
2013,116,Arnot Ogden Medical Center,466,4,"Malfunction, Reaction, Complic Of Genitourinary Device Or Proc",Extreme,M,Medical,2,105281.01,105281.01,42521.37,42521.37
2013,116,Arnot Ogden Medical Center,468,1,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",Minor,M,Medical,6,11922.47,11642.88,3848.47,3096.12
2013,116,Arnot Ogden Medical Center,468,2,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",Moderate,M,Medical,29,12716.97,12117.8,4320.89,3971.09
2013,116,Arnot Ogden Medical Center,468,3,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",Major,M,Medical,11,23563.6,22680.35,9324.41,7218.12
2013,116,Arnot Ogden Medical Center,480,1,Major Male Pelvic Procedures,Minor,P,Surgical,5,21888.13,20391.05,7808.54,8080.15
2013,116,Arnot Ogden Medical Center,480,2,Major Male Pelvic Procedures,Moderate,P,Surgical,4,29153.97,27391.92,9385.14,8596.99
2013,116,Arnot Ogden Medical Center,481,2,Penis Procedures,Moderate,P,Surgical,1,30854.26,30854.26,14716.17,14716.17
2013,116,Arnot Ogden Medical Center,482,1,Transurethral Prostatectomy,Minor,P,Surgical,13,9160.7,8427.77,3928.99,3488.14
2013,116,Arnot Ogden Medical Center,482,2,Transurethral Prostatectomy,Moderate,P,Surgical,16,10362.81,9849.2,4045.9,3964.53
2013,116,Arnot Ogden Medical Center,482,3,Transurethral Prostatectomy,Major,P,Surgical,6,25146.09,27657.4,9054.72,9112
2013,116,Arnot Ogden Medical Center,484,2,Other Male Reproductive System & Related Procedures,Moderate,P,Surgical,1,9487.88,9487.88,2187.98,2187.98
2013,116,Arnot Ogden Medical Center,484,3,Other Male Reproductive System & Related Procedures,Major,P,Surgical,1,25164.76,25164.76,8131.9,8131.9
2013,116,Arnot Ogden Medical Center,500,2,"Malignancy, Male Reproductive System",Moderate,M,Medical,1,2194.13,2194.13,2029.65,2029.65
2013,116,Arnot Ogden Medical Center,501,1,Male Reproductive System Diagnoses Except Malignancy,Minor,M,Medical,2,5931.09,5931.09,2878.48,2878.48
2013,116,Arnot Ogden Medical Center,501,2,Male Reproductive System Diagnoses Except Malignancy,Moderate,M,Medical,6,9565.14,8165.16,3454.93,3337.17
2013,116,Arnot Ogden Medical Center,501,3,Male Reproductive System Diagnoses Except Malignancy,Major,M,Medical,1,12637.14,12637.14,4023.89,4023.89
2013,116,Arnot Ogden Medical Center,511,1,Uterine & Adnexa Procedures For Ovarian & Adnexal Malignancy,Minor,P,Surgical,1,18215.01,18215.01,4595.9,4595.9
2013,116,Arnot Ogden Medical Center,512,1,Uterine & Adnexa Procedures For Non-Ovarian & Non-Adnexal Malig,Minor,P,Surgical,1,45499.58,45499.58,15173.39,15173.39
2013,116,Arnot Ogden Medical Center,512,2,Uterine & Adnexa Procedures For Non-Ovarian & Non-Adnexal Malig,Moderate,P,Surgical,2,11233.21,11233.21,3401.95,3401.95
2013,116,Arnot Ogden Medical Center,513,1,Uterine & Adnexa Procedures For Non-Malignancy Except Leiomyoma,Minor,P,Surgical,31,14591.89,14223.77,4655.09,4425.17
2013,116,Arnot Ogden Medical Center,513,2,Uterine & Adnexa Procedures For Non-Malignancy Except Leiomyoma,Moderate,P,Surgical,21,18399.23,15348.24,5774.68,4739.78
2013,116,Arnot Ogden Medical Center,513,3,Uterine & Adnexa Procedures For Non-Malignancy Except Leiomyoma,Major,P,Surgical,2,24089.47,24089.47,7492.91,7492.91
2013,116,Arnot Ogden Medical Center,513,4,Uterine & Adnexa Procedures For Non-Malignancy Except Leiomyoma,Extreme,P,Surgical,1,76539.17,76539.17,25674.78,25674.78
2013,116,Arnot Ogden Medical Center,514,2,Female Reproductive System Reconstructive Procedures,Moderate,P,Surgical,1,10250.21,10250.21,3862.13,3862.13
2013,116,Arnot Ogden Medical Center,518,2,Other Female Reproductive System & Related Procedures,Moderate,P,Surgical,2,11470.95,11470.95,4627.29,4627.29
2013,116,Arnot Ogden Medical Center,519,1,Uterine & Adnexa Procedures For Leiomyoma,Minor,P,Surgical,4,13630.78,14603.98,3961.9,3824.6
2013,116,Arnot Ogden Medical Center,519,2,Uterine & Adnexa Procedures For Leiomyoma,Moderate,P,Surgical,5,15356.87,14192.92,4841.21,4919.92
2013,116,Arnot Ogden Medical Center,519,3,Uterine & Adnexa Procedures For Leiomyoma,Major,P,Surgical,1,13361.39,13361.39,4300.29,4300.29
2013,116,Arnot Ogden Medical Center,530,1,Female Reproductive System Malignancy,Minor,M,Medical,2,1567.96,1567.96,1141.86,1141.86
2013,116,Arnot Ogden Medical Center,530,2,Female Reproductive System Malignancy,Moderate,M,Medical,4,14523.26,14496.49,3995.13,4216.1
2013,116,Arnot Ogden Medical Center,530,3,Female Reproductive System Malignancy,Major,M,Medical,1,18082.06,18082.06,4888.5,4888.5
2013,116,Arnot Ogden Medical Center,531,1,Female Reproductive System Infections,Minor,M,Medical,3,10006.84,10593.38,2733.42,2844.57
2013,116,Arnot Ogden Medical Center,531,2,Female Reproductive System Infections,Moderate,M,Medical,2,7874.19,7874.19,3839.12,3839.12
2013,116,Arnot Ogden Medical Center,531,3,Female Reproductive System Infections,Major,M,Medical,4,18454,13862.06,7467.14,5483.98
2013,116,Arnot Ogden Medical Center,532,1,Menstrual & Other Female Reproductive System Disorders,Minor,M,Medical,2,6762.33,6762.33,1262.19,1262.19
2013,116,Arnot Ogden Medical Center,532,2,Menstrual & Other Female Reproductive System Disorders,Moderate,M,Medical,2,7919.11,7919.11,2195.74,2195.74
2013,116,Arnot Ogden Medical Center,540,1,Cesarean Delivery,Minor,P,Surgical,271,7649.76,7212.77,4329.34,4058.69
2013,116,Arnot Ogden Medical Center,540,2,Cesarean Delivery,Moderate,P,Surgical,122,10896.23,9422.47,5665.83,5128.99
2013,116,Arnot Ogden Medical Center,540,3,Cesarean Delivery,Major,P,Surgical,32,14358.85,11332.09,7319.37,5890.64
2013,116,Arnot Ogden Medical Center,540,4,Cesarean Delivery,Extreme,P,Surgical,1,26758.16,26758.16,9001.5,9001.5
2013,116,Arnot Ogden Medical Center,541,1,Vaginal Delivery W Sterilization &/Or D&C,Minor,P,Surgical,36,9415.36,9256.18,4096.57,3890.26
2013,116,Arnot Ogden Medical Center,541,2,Vaginal Delivery W Sterilization &/Or D&C,Moderate,P,Surgical,12,10066.02,10169.36,4317.23,4546.13
2013,116,Arnot Ogden Medical Center,541,3,Vaginal Delivery W Sterilization &/Or D&C,Major,P,Surgical,4,14720.28,9617.76,5857.73,4341.44
2013,116,Arnot Ogden Medical Center,542,2,Vaginal Delivery W Complicating Procedures Exc Sterilization &/Or D&C,Moderate,P,Surgical,1,5848.54,5848.54,2974.77,2974.77
2013,116,Arnot Ogden Medical Center,544,1,"D&C, Aspiration Curettage Or Hysterotomy For Obstetric Diagnoses",Minor,P,Surgical,2,7466.66,7466.66,2537.19,2537.19
2013,116,Arnot Ogden Medical Center,544,2,"D&C, Aspiration Curettage Or Hysterotomy For Obstetric Diagnoses",Moderate,P,Surgical,1,10974.13,10974.13,3168.13,3168.13
2013,116,Arnot Ogden Medical Center,545,1,Ectopic Pregnancy Procedure,Minor,P,Surgical,2,14109.92,14109.92,4843.53,4843.53
2013,116,Arnot Ogden Medical Center,560,1,Vaginal Delivery,Minor,M,Medical,592,5992.74,5420.69,3188.22,2883.64
2013,116,Arnot Ogden Medical Center,560,2,Vaginal Delivery,Moderate,M,Medical,257,6700.02,6030.13,3462.53,3081.18
2013,116,Arnot Ogden Medical Center,560,3,Vaginal Delivery,Major,M,Medical,30,8402.28,7316.03,4353.15,4017.82
2013,116,Arnot Ogden Medical Center,561,1,Postpartum & Post Abortion Diagnoses W/O Procedure,Minor,M,Medical,7,4243.66,4600.94,2289.29,2470.49
2013,116,Arnot Ogden Medical Center,561,2,Postpartum & Post Abortion Diagnoses W/O Procedure,Moderate,M,Medical,9,8150.94,6996.51,3107.9,3414.53
2013,116,Arnot Ogden Medical Center,561,4,Postpartum & Post Abortion Diagnoses W/O Procedure,Extreme,M,Medical,1,18818.62,18818.62,6165.52,6165.52
2013,116,Arnot Ogden Medical Center,563,1,Preterm Labor,Minor,M,Medical,15,4116.6,3415.3,2704.13,1726.34
2013,116,Arnot Ogden Medical Center,563,2,Preterm Labor,Moderate,M,Medical,1,4282.49,4282.49,1874.07,1874.07
2013,116,Arnot Ogden Medical Center,563,3,Preterm Labor,Major,M,Medical,1,1447.36,1447.36,1136.68,1136.68
2013,116,Arnot Ogden Medical Center,565,1,False Labor,Minor,M,Medical,4,1683.37,1337.62,1145.65,1095.21
2013,116,Arnot Ogden Medical Center,566,1,Other Antepartum Diagnoses,Minor,M,Medical,18,5390.68,5571.21,2474.58,2298.7
2013,116,Arnot Ogden Medical Center,566,2,Other Antepartum Diagnoses,Moderate,M,Medical,27,6204.87,4678.36,2867.57,1914.36
2013,116,Arnot Ogden Medical Center,566,3,Other Antepartum Diagnoses,Major,M,Medical,8,7775.8,6604.08,3990.25,2786.77
2013,116,Arnot Ogden Medical Center,581,2,"Neonate, Transferred < 5 Days Old, Born Here",Moderate,M,Medical,1,6127.21,6127.21,2316.09,2316.09
2013,116,Arnot Ogden Medical Center,581,3,"Neonate, Transferred < 5 Days Old, Born Here",Major,M,Medical,1,7036.41,7036.41,2096.08,2096.08
2013,116,Arnot Ogden Medical Center,581,4,"Neonate, Transferred < 5 Days Old, Born Here",Extreme,M,Medical,1,8633.53,8633.53,2183.14,2183.14
2013,116,Arnot Ogden Medical Center,589,1,Neonate Bwt <500G Or Ga <24 Weeks,Minor,M,Medical,3,2558.82,2611.13,1349.65,1553.5
2013,116,Arnot Ogden Medical Center,589,4,Neonate Bwt <500G Or Ga <24 Weeks,Extreme,M,Medical,1,194.87,194.87,112.94,112.94
2013,116,Arnot Ogden Medical Center,591,4,Neonate Birthwt 500-749G W/O Major Procedure,Extreme,M,Medical,5,210578.03,248405.68,80265.35,94484.4
2013,116,Arnot Ogden Medical Center,593,2,Neonate Birthwt 750-999G W/O Major Procedure,Moderate,M,Medical,1,132385.29,132385.29,59589.56,59589.56
2013,116,Arnot Ogden Medical Center,593,3,Neonate Birthwt 750-999G W/O Major Procedure,Major,M,Medical,5,99575.45,108085.51,42507.53,47962.92
2013,116,Arnot Ogden Medical Center,593,4,Neonate Birthwt 750-999G W/O Major Procedure,Extreme,M,Medical,6,229016.31,248116.57,85871.38,92099.87
2013,116,Arnot Ogden Medical Center,602,2,Neonate Bwt 1000-1249G W Resp Dist Synd/Oth Maj Resp Or Maj Anom,Moderate,M,Medical,1,61464.26,61464.26,28709.14,28709.14
2013,116,Arnot Ogden Medical Center,602,3,Neonate Bwt 1000-1249G W Resp Dist Synd/Oth Maj Resp Or Maj Anom,Major,M,Medical,2,116382.13,116382.13,52472.21,52472.21
2013,116,Arnot Ogden Medical Center,602,4,Neonate Bwt 1000-1249G W Resp Dist Synd/Oth Maj Resp Or Maj Anom,Extreme,M,Medical,7,186626,204165.8,70351.76,76766.13
2013,116,Arnot Ogden Medical Center,603,2,Neonate Birthwt 1000-1249G W Or W/O Other Significant Condition,Moderate,M,Medical,2,43729.83,43729.83,19350.95,19350.95
2013,116,Arnot Ogden Medical Center,603,3,Neonate Birthwt 1000-1249G W Or W/O Other Significant Condition,Major,M,Medical,3,41100.1,57837.56,14202.95,20338.15
2013,116,Arnot Ogden Medical Center,607,2,Neonate Bwt 1250-1499G W Resp Dist Synd/Oth Maj Resp Or Maj Anom,Moderate,M,Medical,2,61026.7,61026.7,29644.99,29644.99
2013,116,Arnot Ogden Medical Center,607,3,Neonate Bwt 1250-1499G W Resp Dist Synd/Oth Maj Resp Or Maj Anom,Major,M,Medical,4,98196.07,89798.52,42513.16,38501.29
2013,116,Arnot Ogden Medical Center,607,4,Neonate Bwt 1250-1499G W Resp Dist Synd/Oth Maj Resp Or Maj Anom,Extreme,M,Medical,1,144276.46,144276.46,45642.09,45642.09
2013,116,Arnot Ogden Medical Center,608,2,Neonate Bwt 1250-1499G W Or W/O Other Significant Condition,Moderate,M,Medical,5,66585.7,70732.57,30041.46,32388.6
2013,116,Arnot Ogden Medical Center,608,4,Neonate Bwt 1250-1499G W Or W/O Other Significant Condition,Extreme,M,Medical,1,88768.32,88768.32,38762.84,38762.84
2013,116,Arnot Ogden Medical Center,609,3,Neonate Bwt 1500-2499G W Major Procedure,Major,P,Surgical,1,49282.04,49282.04,16298.28,16298.28
2013,116,Arnot Ogden Medical Center,611,1,Neonate Birthwt 1500-1999G W Major Anomaly,Minor,M,Medical,1,28640,28640,11028.71,11028.71
2013,116,Arnot Ogden Medical Center,611,2,Neonate Birthwt 1500-1999G W Major Anomaly,Moderate,M,Medical,1,69915.6,69915.6,35454.1,35454.1
2013,116,Arnot Ogden Medical Center,611,3,Neonate Birthwt 1500-1999G W Major Anomaly,Major,M,Medical,2,48226.55,48226.55,20124.42,20124.42
2013,116,Arnot Ogden Medical Center,612,3,Neonate Bwt 1500-1999G W Resp Dist Synd/Oth Maj Resp Cond,Major,M,Medical,4,61360.54,59725.48,27298.36,26840.78
2013,116,Arnot Ogden Medical Center,613,2,Neonate Birthwt 1500-1999G W Congenital/Perinatal Infection,Moderate,M,Medical,1,24336.67,24336.67,10732.71,10732.71
2013,116,Arnot Ogden Medical Center,614,1,Neonate Bwt 1500-1999G W Or W/O Other Significant Condition,Minor,M,Medical,11,17417.23,17595.65,8101.56,8352.16
2013,116,Arnot Ogden Medical Center,614,2,Neonate Bwt 1500-1999G W Or W/O Other Significant Condition,Moderate,M,Medical,13,38332.17,36052.01,17227.69,15765.3
2013,116,Arnot Ogden Medical Center,614,3,Neonate Bwt 1500-1999G W Or W/O Other Significant Condition,Major,M,Medical,4,72208.51,68984.66,31790.61,30075.09
2013,116,Arnot Ogden Medical Center,621,2,Neonate Bwt 2000-2499G W Major Anomaly,Moderate,M,Medical,4,37556.47,36024.04,17349.45,16984.5
2013,116,Arnot Ogden Medical Center,621,3,Neonate Bwt 2000-2499G W Major Anomaly,Major,M,Medical,1,33762.88,33762.88,16024.94,16024.94
2013,116,Arnot Ogden Medical Center,622,1,Neonate Bwt 2000-2499G W Resp Dist Synd/Oth Maj Resp Cond,Minor,M,Medical,1,7949.68,7949.68,3604.32,3604.32
2013,116,Arnot Ogden Medical Center,622,2,Neonate Bwt 2000-2499G W Resp Dist Synd/Oth Maj Resp Cond,Moderate,M,Medical,2,42205.64,42205.64,17111.37,17111.37
2013,116,Arnot Ogden Medical Center,622,4,Neonate Bwt 2000-2499G W Resp Dist Synd/Oth Maj Resp Cond,Extreme,M,Medical,1,38683.2,38683.2,17012.1,17012.1
2013,116,Arnot Ogden Medical Center,623,1,Neonate Bwt 2000-2499G W Congenital/Perinatal Infection,Minor,M,Medical,1,24482.44,24482.44,9959.15,9959.15
2013,116,Arnot Ogden Medical Center,623,2,Neonate Bwt 2000-2499G W Congenital/Perinatal Infection,Moderate,M,Medical,1,32938.95,32938.95,14170.08,14170.08
2013,116,Arnot Ogden Medical Center,623,3,Neonate Bwt 2000-2499G W Congenital/Perinatal Infection,Major,M,Medical,1,49393.36,49393.36,22441.87,22441.87
2013,116,Arnot Ogden Medical Center,625,1,Neonate Bwt 2000-2499G W Other Significant Condition,Minor,M,Medical,11,25693.94,19877.17,12119.7,8539.56
2013,116,Arnot Ogden Medical Center,625,2,Neonate Bwt 2000-2499G W Other Significant Condition,Moderate,M,Medical,3,20766.22,21870.94,7997.48,6755.41
2013,116,Arnot Ogden Medical Center,625,3,Neonate Bwt 2000-2499G W Other Significant Condition,Major,M,Medical,2,26846.48,26846.48,10435.97,10435.97
2013,116,Arnot Ogden Medical Center,626,1,"Neonate Bwt 2000-2499G, Normal Newborn Or Neonate W Other Problem",Minor,M,Medical,24,3752.63,2761.07,1632.55,1074.95
2013,116,Arnot Ogden Medical Center,626,2,"Neonate Bwt 2000-2499G, Normal Newborn Or Neonate W Other Problem",Moderate,M,Medical,15,8590.32,5391.54,3866.73,2398.04
2013,116,Arnot Ogden Medical Center,626,3,"Neonate Bwt 2000-2499G, Normal Newborn Or Neonate W Other Problem",Major,M,Medical,7,17828.3,11821.3,7976.49,5583.8
2013,116,Arnot Ogden Medical Center,633,1,Neonate Birthwt >2499G W Major Anomaly,Minor,M,Medical,12,6402.4,3259.84,2696.98,1528.83
2013,116,Arnot Ogden Medical Center,633,2,Neonate Birthwt >2499G W Major Anomaly,Moderate,M,Medical,8,13380.89,7870.58,5350.61,2949.82
2013,116,Arnot Ogden Medical Center,633,3,Neonate Birthwt >2499G W Major Anomaly,Major,M,Medical,1,12137.09,12137.09,3250.96,3250.96
2013,116,Arnot Ogden Medical Center,634,1,"Neonate, Birthwt >2499G W Resp Dist Synd/Oth Maj Resp Cond",Minor,M,Medical,4,23982.71,23199.42,9111.45,8278.74
2013,116,Arnot Ogden Medical Center,634,2,"Neonate, Birthwt >2499G W Resp Dist Synd/Oth Maj Resp Cond",Moderate,M,Medical,5,23702.04,22867.06,8789.38,8292.2
2013,116,Arnot Ogden Medical Center,634,3,"Neonate, Birthwt >2499G W Resp Dist Synd/Oth Maj Resp Cond",Major,M,Medical,5,28208.76,28638.56,9383.78,9997.08
2013,116,Arnot Ogden Medical Center,634,4,"Neonate, Birthwt >2499G W Resp Dist Synd/Oth Maj Resp Cond",Extreme,M,Medical,1,111049.25,111049.25,36165.85,36165.85
2013,116,Arnot Ogden Medical Center,636,1,Neonate Birthwt >2499G W Congenital/Perinatal Infection,Minor,M,Medical,8,14062.35,15492.93,5802.87,6743.27
2013,116,Arnot Ogden Medical Center,639,1,Neonate Birthwt >2499G W Other Significant Condition,Minor,M,Medical,23,16320.33,16295.06,7297.95,7537.55
2013,116,Arnot Ogden Medical Center,639,2,Neonate Birthwt >2499G W Other Significant Condition,Moderate,M,Medical,10,26083.58,19264.32,11374.69,8951.89
2013,116,Arnot Ogden Medical Center,639,3,Neonate Birthwt >2499G W Other Significant Condition,Major,M,Medical,2,12115.47,12115.47,4489.62,4489.62
2013,116,Arnot Ogden Medical Center,640,1,"Neonate Birthwt >2499G, Normal Newborn Or Neonate W Other Problem",Minor,M,Medical,927,2550.87,2382.04,1105.32,1022.74
2013,116,Arnot Ogden Medical Center,640,2,"Neonate Birthwt >2499G, Normal Newborn Or Neonate W Other Problem",Moderate,M,Medical,209,3774.12,2678.82,1590.45,1088
2013,116,Arnot Ogden Medical Center,640,3,"Neonate Birthwt >2499G, Normal Newborn Or Neonate W Other Problem",Major,M,Medical,53,8854.61,5537.97,3738.65,2267.09
2013,116,Arnot Ogden Medical Center,650,4,Splenectomy,Extreme,P,Surgical,1,124739.72,124739.72,39601.21,39601.21
2013,116,Arnot Ogden Medical Center,651,1,Other Procedures Of Blood & Blood-Forming Organs,Minor,P,Surgical,1,14250.34,14250.34,2791.91,2791.91
2013,116,Arnot Ogden Medical Center,660,1,Major Hematologic/Immunologic Diag Exc Sickle Cell Crisis & Coagul,Minor,M,Medical,1,23415.82,23415.82,7422.37,7422.37
2013,116,Arnot Ogden Medical Center,660,2,Major Hematologic/Immunologic Diag Exc Sickle Cell Crisis & Coagul,Moderate,M,Medical,9,17309.64,20228.44,6029.99,6128.1
2013,116,Arnot Ogden Medical Center,660,3,Major Hematologic/Immunologic Diag Exc Sickle Cell Crisis & Coagul,Major,M,Medical,6,26412.89,28067.19,10275.98,9970.33
